	Log_Degree	Log_The number of genes	Degree	The number of genes
0	0.0	5.332718793265369	1	207
1	0.6931471805599453	4.499809670330265	2	90
2	1.0986122886681098	4.189654742026425	3	66
3	1.3862943611198906	3.4657359027997265	4	32
4	1.6094379124341003	3.367295829986474	5	29
5	1.791759469228055	2.772588722239781	6	16
6	1.9459101490553132	2.5649493574615367	7	13
7	2.0794415416798357	2.70805020110221	8	15
8	2.1972245773362196	2.8903717578961645	9	18
9	2.302585092994046	2.302585092994046	10	10
10	2.3978952727983707	2.772588722239781	11	16
11	2.4849066497880004	2.772588722239781	12	16
12	2.5649493574615367	2.3978952727983707	13	11
13	2.6390573296152584	2.302585092994046	14	10
14	2.70805020110221	2.0794415416798357	15	8
15	2.772588722239781	1.9459101490553132	16	7
16	2.833213344056216	0.6931471805599453	17	2
17	2.8903717578961645	0.6931471805599453	18	2
18	2.9444389791664403	1.3862943611198906	19	4
19	2.995732273553991	2.3978952727983707	20	11
20	3.044522437723423	1.0986122886681098	21	3
21	3.091042453358316	1.791759469228055	22	6
22	3.1354942159291497	2.4849066497880004	23	12
23	3.1780538303479458	1.3862943611198906	24	4
24	3.2188758248682006	1.791759469228055	25	6
25	3.258096538021482	0.6931471805599453	26	2
26	3.295836866004329	1.0986122886681098	27	3
27	3.332204510175204	1.3862943611198906	28	4
28	3.367295829986474	1.3862943611198906	29	4
29	3.4011973816621555	1.0986122886681098	30	3
30	3.4339872044851463	0.6931471805599453	31	2
31	3.4657359027997265	1.3862943611198906	32	4
32	3.4965075614664802	0.6931471805599453	33	2
33	3.5263605246161616	1.0986122886681098	34	3
34	3.5553480614894135	1.791759469228055	35	6
35	3.58351893845611	0.0	36	1
36	3.6109179126442243	0.0	37	1
37	3.6375861597263857	0.6931471805599453	38	2
38	3.6635616461296463	1.791759469228055	39	6
39	3.6888794541139363	0.6931471805599453	40	2
40	3.713572066704308	1.0986122886681098	41	3
41	3.7376696182833684	0.6931471805599453	42	2
42	3.7612001156935624	1.0986122886681098	43	3
43	3.784189633918261	2.0794415416798357	44	8
44	3.8066624897703196	1.0986122886681098	45	3
45	3.828641396489095	1.0986122886681098	46	3
46	3.8501476017100584	1.6094379124341003	47	5
47	3.871201010907891	1.3862943611198906	48	4
48	3.8918202981106265	1.0986122886681098	49	3
49	3.9512437185814275	0.6931471805599453	52	2
50	3.9889840465642745	0.0	54	1
51	4.007333185232471	0.0	55	1
52	4.060443010546419	0.0	58	1
53	4.0943445622221	0.6931471805599453	60	2
54	4.127134385045092	0.0	62	1
55	4.143134726391533	1.3862943611198906	63	4
56	4.174387269895637	0.0	65	1
57	4.189654742026425	0.6931471805599453	66	2
58	4.204692619390966	0.6931471805599453	67	2
59	4.219507705176107	0.6931471805599453	68	2
60	4.23410650459726	0.6931471805599453	69	2
61	4.2626798770413155	0.0	71	1
62	4.276666119016055	0.0	72	1
63	4.290459441148391	1.3862943611198906	73	4
64	4.30406509320417	0.0	74	1
65	4.31748811353631	0.6931471805599453	75	2
66	4.343805421853684	0.0	77	1
67	4.382026634673881	1.0986122886681098	80	3
68	4.394449154672439	0.0	81	1
69	4.406719247264253	1.6094379124341003	82	5
70	4.430816798843313	0.6931471805599453	84	2
71	4.442651256490317	0.0	85	1
72	4.454347296253507	0.6931471805599453	86	2
73	4.465908118654584	1.0986122886681098	87	3
74	4.477336814478207	0.0	88	1
75	4.48863636973214	0.6931471805599453	89	2
76	4.51085950651685	0.0	91	1
77	4.532599493153256	0.0	93	1
78	4.543294782270004	0.0	94	1
79	4.553876891600541	0.0	95	1
80	4.564348191467836	0.0	96	1
81	4.574710978503383	0.0	97	1
82	4.584967478670572	0.0	98	1
83	4.59511985013459	0.0	99	1
84	4.624972813284271	0.6931471805599453	102	2
85	4.6443908991413725	1.0986122886681098	104	3
86	4.672828834461906	0.6931471805599453	107	2
87	4.6913478822291435	0.6931471805599453	109	2
88	4.700480365792417	0.0	110	1
89	4.709530201312334	0.0	111	1
90	4.718498871295094	0.6931471805599453	112	2
91	4.736198448394496	0.6931471805599453	114	2
92	4.74493212836325	0.0	115	1
93	4.787491742782046	0.0	120	1
94	4.795790545596741	1.3862943611198906	121	4
95	4.804021044733257	0.0	122	1
96	4.844187086458591	0.0	127	1
97	4.852030263919617	0.0	128	1
98	4.859812404361672	1.0986122886681098	129	3
99	4.867534450455582	1.0986122886681098	130	3
100	4.875197323201151	0.6931471805599453	131	2
101	4.890349128221754	0.6931471805599453	133	2
102	4.90527477843843	1.0986122886681098	135	3
103	4.912654885736052	0.0	136	1
104	4.919980925828125	0.6931471805599453	137	2
105	4.948759890378168	1.0986122886681098	141	3
106	4.955827057601261	1.0986122886681098	142	3
107	4.962844630259907	0.0	143	1
108	4.969813299576001	0.0	144	1
109	4.990432586778736	0.0	147	1
110	4.997212273764115	0.0	148	1
111	5.003946305945459	0.6931471805599453	149	2
112	5.017279836814924	0.0	151	1
113	5.0689042022202315	0.0	159	1
114	5.075173815233827	0.6931471805599453	160	2
115	5.093750200806762	1.0986122886681098	163	3
116	5.10594547390058	0.0	165	1
117	5.117993812416755	0.6931471805599453	167	2
118	5.153291594497779	0.0	173	1
119	5.214935757608986	0.0	184	1
120	5.267858159063328	0.0	194	1
121	5.288267030694535	1.0986122886681098	198	3
122	5.3471075307174685	0.0	210	1
123	5.356586274672012	0.0	212	1
124	5.375278407684165	0.0	216	1
125	5.438079308923196	0.0	230	1
126	5.459585514144159	0.0	235	1
127	5.4680601411351315	0.0	237	1
128	5.521460917862246	0.0	250	1
129	5.541263545158426	0.0	255	1
130	5.66988092298052	0.0	290	1
